文件名稱         ,頁碼 ,內容類型   ,內容
0101 (1).pdf     , 692 ,Judges     ,"Judges: Weber, Chief Judge."
0101 (1).pdf     , 692 ,Opinion by ,Opinion by: WEBER
0101 (1).pdf     , 701 ,Counsel    ,"Counsel: D. David Cohen, Great Neck, New York, for Defendant-Counterclaimant-Appellant.
                                    Martin C. Seham, New York, New York (Surrey, Karasik, Morse and Seham, Fred C. Klein, David F. Devine, on the
                                    brief), for Intervening Defendant-Appellant Vantage Steamship Corporation.
                                    Charles Sovel, New York, New York (Phillips & Cappiello), for Plaintiff-Appellee."
0101 (1).pdf     , 701 ,Judges     ,"Judges: Lumbard, Feinberg, Circuit Judges, and Coffrin, District Judge. * Lumbard, Circuit Judge, concurring in
                                    part and dissenting in part."
0101 (1).pdf     , 701 ,Opinion by ,Opinion by: FEINBERG
0101 (1).pdf     , 712 ,Counsel    ,"Counsel: Barry Grossman, Antitrust Div., U.S. Dept. of Justice, Washington, District of Columbia
                                    John J. Powers, III, Antitrust Div., U.S. Dept. of Justice, Washington, District of Columbia
                                    Thomas E. Kauper, Asst. Atty. Gen. U.S. Dept. of Justice, Washington, District of Columbia
                                    John W. Stokes, U.S. Atty., Atlanta, Georgia, for Appellant.
                                    For Amicus:
                                    Joel B. Kleinman, Washington, District of Columbia (for Alabama Et Al).
                                    Sidney O. Smith, Atlanta, Georgia
                                    Michael A. Doyle, Atlanta, Georgia
                                    Frederick H. Von Unwerth, Atlanta, Georgia, for Appellee."
0101 (1).pdf     , 712 ,Judges     ,"Judges: Lewis R. Morgan and Hill, Circuit Judges, and Noel, * District Judge.
                                    *  Senior District Judge of the Southern District of Texas sitting by designation."
0101 (1).pdf     , 712 ,Opinion by ,Opinion by: MORGAN
0101 (1).pdf     , 724 ,Judges     ,"Judges:  [**1]  Atkins, D.J."
0101 (1).pdf     , 724 ,Opinion by ,Opinion by: ATKINS
0101 (1).pdf     , 730 ,Opinion by ,Opinion by:  [*1]  ROTHWELL
0101 (1).pdf     , 738 ,Counsel    ,"Counsel:  [***1]  Mrs. Martha K. Kwitny and Mr. Robert J. Clark, Deputy Attorneys General, for the State (Mr.
                                    William F. Hyland, Attorney General of New Jersey, attorney).
                                    Mr. John A. Craner for defendants (Messrs. Craner and Nelson, attorneys)."
0101 (1).pdf     , 738 ,Judges     ,"Judges: Imbriani, J.C.C."
0101 (1).pdf     , 738 ,Opinion by ,Opinion by: IMBRIANI
0101 (1).pdf     , 757 ,Counsel    ,"Counsel: Patrick Ryan, Drinker, Biddle & Reath, Philadelphia, Pennsylvania, for plaintiffs.
                                    John W. Pelino, Philadelphia, Pennsylvania, for Altemose.
                                    Gerard C. Smetana, Washington, District of Columbia, for Chamber of Commerce.
                                    Venable, Baetjer & Howard, Baltimore, Maryland, for Assoc.  Builders and Contractors,  [**2]  Inc., co-counsel.
                                    Freedman, Borowsky & Lorry, Philadelphia, Pennsylvania, for Local 542.
                                    Bernard Katz, Philadelphia, Pennsylvania, for defendants.
                                    Robert Kelly, Philadelphia, Pennsylvania, for Local 690.
                                    Markowitz & Kirschner, Philadelphia, Pennsylvania, for Local 5.
                                    James D. McCrudden, Philadelphia, Pennsylvania, for Local 161.
                                    E. Harris Baum, Philadelphia, Pennsylvania, for Local 1955.
                                    Abrams & Abramson, Philadelphia, Pennsylvania, for Local 64, et al.
                                    Arthur E. Newbold, IV, Philadelphia, Pennsylvania, for KYW Television and Jack Fentress."
0101 (1).pdf     , 757 ,Judges     ,"Judges: Higginbotham, District Judge."
0101 (1).pdf     , 757 ,Opinion by ,Opinion by: HIGGINBOTHAM
0101 (1).pdf     , 771 ,Counsel    ,"Counsel: Leonard Decof, with whom Mark S. Mandell and Leonard Decof, Ltd. were on brief, for Appellants.
                                    Sidney S. Rosdeitcher, with whom Paul, Weiss, Rifkind, Wharton & Garrison, Jack Hassid, Hinckley, Allen,
                                    Salisbury & Parsons, Thomas D.  Gidley, Stephen J. Carlotti, Covington & Burling, Charles Lister, Jonathan M.
                                    Weisgall, Carroll, Kelly & Murphy, and Joseph A. Kelly were on brief, for Aetna Casualty & Surety Co., Hartford
                                    Casualty Company and Hartford Fire Insurance Company, Appellees.
                                    Walker B. Comegys, with whom Powers & Hall, Kirk Hanson, David P.  Whitman, Hanson, Curran, Bowen & Parks,
                                    Joseph V. Cavanagh, and Higgins, Cavanagh & Cooney were on brief, for St. Paul Fire & Marine Insurance
                                    Company and Travelers Insurance Company, Appellees."
0101 (1).pdf     , 771 ,Judges     ,"Judges: Coffin, Chief Judge, Campbell, Circuit Judge, and Gignoux, * District Judge. Campbell, Cir. J., dissenting
                                    in part."
0101 (1).pdf     , 771 ,Opinion by ,Opinion by: COFFIN
0101 (1).pdf     , 783 ,Counsel    ,"Counsel: Jay Topkis, New York, New York (Lewis A. Kaplan, Moses Silverman, Bruce L. Owens, Paul, Weiss,
                                    Rifkind, Wharton & Garrison, New York, New York, of counsel), for Petitioner BOC.
                                    W. Foster Wollen, New York, New York (R. Bruce MacWhorter, Danforth Newcomb, Gabrielle R. Campbell,
                                    Shearman & Sterling, New York, New York, of counsel), for Petitioner Airco.
                                    Jerold D. Cummins, Acting Assistant General Counsel, Federal Trade Commission, Washington, District of
                                    Columbia (Robert J. Lewis, General Counsel, Gerald P.  Norton, Deputy General Counsel, Federal Trade
                                    Commission, of counsel), for Respondent.
                                    Brief of the Government of the United Kingdom of Great Britain and Northern Ireland as Amicus Curiae, urging that
                                    order be set aside, filed by Earl W. Kintner, Mark R. Joelson, Joseph P. Griffin, Arent, Fox, Kintner, Plotkin & Kahn,
                                    Washington, District [**2]  of Columbia."
0101 (1).pdf     , 784 ,Judges     ,"Judges: Lumbard and Oakes, Circuit Judges, and Bryan, District Judge. *"
0101 (1).pdf     , 784 ,Opinion by ,Opinion by: OAKES
0101 (1).pdf     , 795 ,Opinion by ,Opinion by:  [*1]  CONTI
0101 (1).pdf     , 806 ,Judges     ,"Judges:  [**1]  Boyle, D.J."
0101 (1).pdf     , 806 ,Opinion by ,Opinion by: BOYLE
0101 (1).pdf     , 820 ,Counsel    ,"Counsel: Charles Newton, Houston, Texas
                                    Cicero C. Sessions, New Orleans, Louisiana
                                    Herbert Rubin, New York, New York
                                    Cecelia H. Goetz, New York, New York
                                    Richard A. Posner, Chicago, Illinois, for Appellant.
                                    John L. Jeffers, Jr., Houston, Texas
                                    Ralph S. Carrigan Houston, Texas
                                    Alan Gover, Houston, Texas
                                    Other interested party: send copy of opinion to Bennie Bock, II, New Braunfels, Texas, for Appellee."
0101 (1).pdf     , 820 ,Judges     ,"Judges: Goldberg, Simpson and Fay, Circuit Judges."
0101 (1).pdf     , 820 ,Opinion by ,Opinion by: SIMPSON
0101 (1).pdf     , 844 ,Counsel    ,"Counsel:  [**1]  Mr. David F. Hils and, Ms. Susan B. Cyphert, U.S. Department of Justice, Cleveland, Ohio, United
                                    States of America.
                                    Mr. Kenneth Haber, Asst. U.S. Attorney, Detroit, Michigan.
                                    Mr. Richard Zipser, Southfield, Michigan Nu-Phonics, Inc., and Sheldon Irwin Segel.
                                    Mr. William J. Weinstein, Detroit, Michigan, Lucas, Inc., and Kenneth Edward Lucas.
                                    Mr. William A. Sankbeil, Detroit, Michigan, Ferndale Hearing Aid Center, Inc., and Frank Ellwood Johnson.
                                    Mr. Clyde B. Pritchard, Detroit, Michigan, Eastside Hearing Aid Center, Inc., Donald E. Hovarter and Daniel F.
                                    Bifano.
                                    Mr. Alan R. Miller, Birmingham, Michigan, Madeline Jamieson.
                                    Mr. Royal G. Targan, Dearborn, Michigan, Murray Davis Peppard.
                                    Mr. David R. Kratze, Southfield, Michigan, Allan M. Kazel and William T. Lafler."
0101 (1).pdf     , 844 ,Judges     ,"Judges:  Joiner, J"
0101 (1).pdf     , 844 ,Opinion by ,Opinion by: JOINER
0101 (1).pdf     , 856 ,Counsel    ,"Counsel: Glenn E. Miller argued the cause for petitioners.  With him on the briefs were Lawrence A. Sullivan and
                                    Jesse Choper.
                                    M. Laurence Popofsky argued the cause for respondent.  With him [****4]  on the brief were Richard L. Goff and
                                    Stephen V. Bomse.  *"
0101 (1).pdf     , 856 ,Judges     ,"Judges: BURGER, BRENNAN, STEWART, WHITE, MARSHALL, BLACKMUN, POWELL, STEVENS"
0101 (1).pdf     , 856 ,Opinion by ,Opinion by: POWELL
0101 (1).pdf     , 878 ,Counsel    ,"Counsel: Earl E.  Pollock argued the cause for petitioner.  With him on the briefs was Lambert M. Ochsenschlager.
                                    Barnabas F. Sears argued the cause for respondents.  With him on the brief were James E. S. Baker and Thomas
                                    L. Brejcha, Jr."
0101 (1).pdf     , 878 ,Judges     ,"Judges: BURGER, BRENNAN, STEWART, WHITE, MARSHALL, BLACKMUN, POWELL, REHNQUIST,
                                    STEVENS"
0101 (1).pdf     , 878 ,Opinion by ,Opinion by: REHNQUIST
0101 (1).pdf     , 899 ,Counsel    ,"Counsel: Phillip A. Wittmann, New Orleans, Louisiana, (for Wilson Sporting Goods), Howard Adler, Jr.,
                                    Washington, District of Columbia, (for Wilson Sporting Goods), William P. MacGregor, Washington, District of
                                    Columbia, (for Wilson Sporting Goods).
                                    Peter K. Bleakley, Washington, District of Columbia, (for Pro. Golfers Assoc), Stephen M. Sacks, Washington,
                                    District of Columbia, (for Pro. Golfers Assoc), Donald W. Doyle, New Orleans, Louisiana, (Pro Golfers), Howard J.
                                    Smith, Jr., New Orleans, Louisiana, (Pro Golfers), for Appellant.
                                    Henry L. Klein, New Orleans, Louisiana, for Appellee."
0101 (1).pdf     , 899 ,Judges     ,"Judges: Lewis R. Morgan and Fay, Circuit Judges, and Hunter, District Judge. *"
0101 (1).pdf     , 899 ,Opinion by ,Opinion by: MORGAN
0101 (1).pdf     , 915 ,Judges     ,"Judges:  [**1]   Freeman, D.J."
0101 (1).pdf     , 915 ,Opinion by ,Opinion by: FREEMAN
0101 (1).pdf     , 936 ,Counsel    ,"Counsel: James H. Clarke, Portland, argued the cause for appellants.  With him on the briefs for Northwest Natural
                                    Gas Company were John P. Bledsoe, and Dezendorf, Spears, Lubersky & Campbell, Portland.  Maynard Wilson,
                                    Cottage Grove, and James H. Lewelling, Newport, filed a brief for Sunset Terminals, Inc.
                                    John E. Frohnmayer, Portland, argued the cause and filed a brief for respondent."
0101 (1).pdf     , 936 ,Judges     ,"Judges: In Banc.  Lent, J."
0101 (1).pdf     , 936 ,Opinion by ,Opinion by: LENT
0101 (1).pdf     , 950 ,Counsel    ,"Counsel: Morris, O'Brien & Manning, Joseph R. Manning, Barry B. McGough, Redfern, Butler & Morgan, C. David
                                    Butler, for appellants.
                                    Orr & Edwards, W. Fred Orr, II, Shaw, Pittman, Potts & Trowbridge, Leslie A. Nicholson, Jr., Marck Augenblick,
                                    John Engel, for appellees."
0101 (1).pdf     , 950 ,Judges     ,"Judges: Webb, Judge.  Deen, P. J., and Marshall, J., concur."
0101 (1).pdf     , 950 ,Opinion by ,Opinion by: WEBB
0101 (1).pdf     , 966 ,Counsel    ,"Counsel:  [**1]  Nickerson, Kramer, Lowenstein, Nessen, Kamin & Soll, New York, New York, for plaintiffs; Eugene
                                    H. Nickerson, Robert M. Heller, Michael S. Oberman, Greg A. Danilow, Philip J. Hess, New York, New York, of
                                    counsel.
                                    Davis, Polk & Wardwell, New York, New York, for defendants and third-party plaintiffs; Guy Miller Struve, Hiram D.
                                    Gordon, L. Gordon Harriss, Richard J. Cunningham, New York, New York, of counsel."
