Page ,Footnote
 115 ,"16  The Solicitor of the Department of Agriculture testified that it was his ""opinion that if the farmers want to create monopolies or The Solicitor of the Department of Agriculture testified that it was his ""opinion that if the farmers want to create monopolies or  want to engage in unfair practices in commerce, this bill certainly would not give them the right to do it, and they would have to  get another bill.  . . . These organizations would not be allowed to adopt any illegal means or methods of conducting their  business,"" and if they ""engaged in some practice that prevented other people from selling their milk . . . they would be subject to  the antitrust laws. . . .  It does not say . . . that they may adopt any unfair methods of competition."" The Secretary of Agriculture  testified to the same effect.  Hearings before a Subcommittee of the Senate Judiciary Committee on H. R. 2373, 67th Cong., 1st  Sess. 203, 204, 205."
 115 ,"17  Op. cit., Op. cit.,  supra, note 15, at 3 ."
 116 ,"18     167 F.Supp. 799, 807-808 ."
 116 ,"19  See note 3, See note 3,  supra ."
 116 ,"20  Agricultural Adjustment Act, § 8b, as amended, Agricultural Adjustment Act, § 8b, as amended,  7 U. S. C. § 608b .   United States v. Borden Co., 308 U.S. 188, 198-202 ;   United States v. Rock Royal Co-operative, Inc., 307 U.S. 533, 560 ;   United States v. Maryland & Virginia Milk Producers' Assn.,  Inc., 90 F.Supp. 681, 688 ."
 117 ,"21  See See   United States v. Griffith, 334 U.S. 100, 105 . Cf.    United States v. Columbia Steel Co., 334 U.S. 495, 525 ;   United States  v. Paramount Pictures, Inc., 334 U.S. 131, 173 ."
 117 ,"22  See See   Schine Chain Theatres, Inc., v. United States, 334 U.S. 110, 119 ."
 117 ,"23  See See   United States v. Maryland Cooperative Milk Producers, Inc., 145 F.Supp. 151 ."
 128 ,"1  Since a holding that the Clayton Act had been violated sufficed to dispose of the case, we did not decide whether du Pont had Since a holding that the Clayton Act had been violated sufficed to dispose of the case, we did not decide whether du Pont had  also violated the  Sherman Act. See  353 U.S., at 588 , note 5."
 130 ,"2  In this case, however, a majority of the Court substantially modified the District Court's decree, in spite of expressions of In this case, however, a majority of the Court substantially modified the District Court's decree, in spite of expressions of  deference written into the principal opinion."
 130 ,"3  In In  Crescent Amusement  the Court relied in part on the fact that the district judge had initially found the violation of law.  This  circumstance was said to enhance the deference owed to the district judge's determination of the measures appropriate to  eliminate the violation,   323 U.S., at 185 . This factor is not present in the case before us."
 130 ,"4  32 Stat. 823, as amended, 32 Stat. 823, as amended,  15 U. S. C. § 29 . The purpose of this statute was to expedite determination of antitrust cases by  allowing the Attorney General to obtain a special Circuit (now District) Court of several judges by filing a certificate of public  importance under  § 1  of the Act, 32 Stat. 823, as amended,  15 U. S. C. § 28  (no such certificate was filed in this case), and by  providing for direct appeal to the Supreme Court from the decree of the trial court, whether composed of one or several judges,  such appeal to be within this Court's obligatory jurisdiction.  Congress was moved by the ""far-reaching importance of the cases "
 131 ,"5  In one case this elimination of the normal review by the Court of Appeals almost prevented there being any review of the In one case this elimination of the normal review by the Court of Appeals almost prevented there being any review of the  District Court at all.  See   United States v. Aluminum Co. of America, 320 U.S. 708 (1943)  (noting the absence of a quorum in  this Court to hear an Expediting Act appeal from a District Court).  But Congress acted to keep such an important matter from  going unreviewed, see H. R. Rep. No. 1317, 78th Cong., 2d Sess. (1944), and enacted a special statute, 58 Stat. 272,  15 U. S.  C. § 29 , pursuant to which this Court immediately certified the case to a   Circuit Court of Appeals, 322 U.S. 716 (1944) , which  proceeded to decide the appeal.    148 F.2d 416 (C. A. 2d Cir. 1945) . See also   United States v. United States District Court, 334  U.S. 258 (1948) ."
 131 ,"6     LEdHN[6] [ ] [6]Government counsel at the trial advised the District Court that he had no authority to suggest modes of  divestiture different from the plan presented by the Government to the District Court.  Appellees suggest that the Government is  thus estopped from urging other modes of divestiture on this appeal.  But plainly, under the rule of  Continental Insurance , no  stipulation by the Government could circumscribe this Court's power to see that its mandate is carried out."
 132 ,"7  Bills were introduced in the Eighty-sixth Congress to ameliorate the income-tax consequences of gain on disposition of stock Bills were introduced in the Eighty-sixth Congress to ameliorate the income-tax consequences of gain on disposition of stock  pursuant to orders enforcing the antitrust laws. See Hearings on S. 200 before the Senate Committee on Finance, 86th Cong.,  1st Sess. (1959); Hearings on H. R. 8126 before the House Committee on Ways and Means, 86th Cong., 1st Sess. (1959); H. R.  Rep. No. 1128, 86th Cong., 1st Sess. (1959)."
 132 ,"8  See, See,  e. g.,    United States v. Crescent Amusement Co., 323 U.S. 173, 189 (1944) ;   United States v. Corn Products Refining Co.,  234 F. 964, 1018 (D. C. S. D. N. Y. 1916) , appeal dismissed on motion of appellant,   249 U.S. 621 (1919) ;   United States v. E. I.  du Pont de Nemours & Co., 188 F. 127, 153 (C. C. D. Del. 1911) , modified,   273 F. 869 (D. C. D. Del. 1921) ;  In re Crown  Zellerbach Corp ., CCH Trade Reg. Rep. 1957-1958 para. 26,923, at p. 36,462 (F. T. C. 1958)."
 133 ,"10  The words were actually used of § 3 of the Clayton Act, but they are equally applicable to § 7. The words were actually used of § 3 of the Clayton Act, but they are equally applicable to § 7."
 133 ,"11  See See  Northern Securities Co . v.   United States, 193 U.S. 197 (1904) ;  Standard Oil Co . v.   United States, 221 U.S. 1 (1911) ;   United States v. American Tobacco Co., 221 U.S. 106 (1911) ;   United States v. Union Pacific R. Co., 226 U.S. 61 (1912) ,  modified,   226 U.S. 470 (1913) ;   United States v. Reading Co., 226 U.S. 324 (1912) , modified,   228 U.S. 158 (1913) ;   United  States v. Reading Co., 253 U.S. 26 (1920) , modified after remand,  Continental Ins. Co . v.   United States, 259 U.S. 156 (1922) ;   United States v. Lehigh Valley R. Co., 254 U.S. 255 (1920) ;   United States v. Southern Pacific Co., 259 U.S. 214 (1922) ;   United  States v. Crescent Amusement Co., 323 U.S. 173 (1944) ;  Hartford-Empire Co . v.   United States, 323 U.S. 386 (1945) , clarified,   324 U.S. 570 (1945) ;   United States v. National Lead Co., 332 U.S. 319 (1947) ;   Schine Chain Theatres, Inc., v. United States,  334 U.S. 110 (1948) ;   United States v. Paramount Pictures, Inc., 334 U.S. 131 (1948) ;  Besser Mfg. Co . v.   United States, 343  U.S. 444 (1952) ;   International Boxing Club v. United States, 358 U.S. 242 (1959) ;   United States v. E. I. du Pont de Nemours &  Co., 188 F. 127 (C. C. D. Del. 1911) , modified,   273 F. 869 (D. C. D. Del. 1921) ;   United States v. Lake Shore & M. S. R. Co.,  203 F. 295 (D. C. S. D. Ohio 1912) , modified,   281 F. 1007 (D. C. S. D. Ohio 1916) ;   United States v. International Harvester  Co., 214 F. 987 (D. C. D. Minn. 1914) , modification denied,   10 F.2d 827 (D. C. D. Minn. 1926) , aff'd,   274 U.S. 693 (1927) ;   United States v. Eastman Kodak Co., 226 F. 62 (D. C. W. D. N. Y. 1915) , decree entered,   230 F. 522 (D. C. W. D. N. Y. 1916) ,  appeal dismissed on motion of appellant,   255 U.S. 578 (1921) ;   United States v. Corn Products Refining Co., 234 F. 964 (D. C.  S. D. N. Y. 1916) , appeal dismissed on motion of appellant,   249 U.S. 621 (1919) ;   United States v. Minnesota Mining & Mfg.  Co., 92 F.Supp. 947 (D. C. D. Mass. 1950) , modified,   96 F.Supp. 356 (D. C. D. Mass. 1951) ;   United States v. Imperial  Chemical Indus., Ltd., 100 F.Supp. 504 (D. C. S. D. N. Y. 1951) , decree entered,   105 F.Supp. 215 (D. C. S. D. N. Y. 1952) ."
