Page,Footnote
327,8  The Court's suggestion that the commentators are about equally divided upon the issue before us is somewhat misleading.  It
327,"9  The Court's suggestion,  , p. 644, that a difference in label alone would exclude the reach of § 2 (a) if a market test were"
327,"10  Certain general language in the congressional reports may be taken, however, as supporting the interpretation that market"
327,11  The remarks of Representative Patman were even more offhand than the opinion of the Court indicates.  Prefacing the portion
328,12  The predominant concern of Congress in enacting the Robinson-Patman amendments to the Clayton Act was to abolish the
328,"13  In   ., 26 F. T. C. 303, and the two  . cases,  28 F. T. C. 1489;   ,"
328,"14  ., CCH Trade Reg. Rep. Transfer Binder, 1963-1965, para. 16948, at pp. 22003-22005 (F. T. C. Dkt."
329,"15  See also   ., 44 F. T. C. 351, 396-397: ""To accept [the contrary] proposition would mean"
329,16  The Court's brief discussion of the adverse economic effect of the Fifth Circuit's ruling is concerned primarily with the
330,"17  It is not clear that the ""injury to competition"" and ""cost justification"" issues will be reached on the remand.  As the opinion of the"
330,"18  Cf. Adelman, Price Discrimination as Treated in the Attorney General's Report,  104 U. Pa. L. Rev. 222, 228-230 (1955)."
330,"19  See Staff Report to the Federal Trade Commission, Economic Inquiry into Food Marketing, Part II, The Frozen Fruit, Juice and"
331,20  The Commission concedes that there is no evidence in the record that Borden refused to sell private label milk to any
338,1  The statute reads in relevant part:  HN1 [
338,"2  Named as co-conspirators but not as defendants are ""the officers, directors, and members of [the three associations], certain"
338,"3  Since the evidence does not consistently distinguish between ""discount houses"" and ""referral services,"" based either on the"
339,"4  One dealer, for example, paid its referral service one-third of the gross profit on each sale, up to $ 75, there being no fixed price"
339,"5  At least one discount house actually purchased its cars from cooperative dealers, then resold them to its customers. In this"
339,"6  As the District Court found, 70% of the local Chevrolet dealers were located within five miles of one or more of the 23 discount"
339,"7  There is evidence in the record that discount sales undercut the prices at which franchised dealers were able to, or chose to,"
340,"8  Dealer Biggs put the same sentiments into a letter to both Keown and Chevrolet's zone manager O'Connor, written on"
340,"9  In Keown's words, ""We were seeking the assistance of the higher echelon officials of Chevrolet and General Motors in bringing"
340,"10  O'Connor's report, dated November 22, recounted that ""zone management"" had talked with the offending dealers ""in an"
340,"11  Roche wrote to those dealers who had complained directly to John Gordon, then president of General Motors.  On December"
340,"12  One dealer testified that he abruptly terminated arrangements long maintained with two discount houses, despite the fact that"
341,"13  According to Francis Bruder, a dealer who had been doing business with the discounters since 1957, ""Cash told me that he"
341,"14  The District Court characterized this December 15 meeting as the first between representatives of the three associations,"
342,"15  The Government's complaint contains no reference to the ""location clause,"" and the Government concedes that its case was"
343,"16  We note that, as in   , the ultimate conclusion by the trial judge, that the"
344,"17  The December letters to all dealers said only that ""in effect, in some instances"" the arrangements in question might violate the"
344,18  We refer to this without considering whether General Motors could lawfully have taken such action.
344,"19  James Roche testified, ""It is not [General Motors'] practice to threaten dealers with termination of their franchise."" Good"
344,"20  Compare   , and"
345,"21  The complaint in   charged a violation of   of the Sherman Act, as well as of  .  In the present case, the Government"
345,"22  Evidence on this subject was admitted solely for the purpose of showing the dealers' state of mind, rather than to prove the"
346,"23  In an inter-office memorandum, circulated among General Motors officials immediately prior to formulation of corporate policy"
351,"1  38 Stat. 731, as amended by 64 Stat. 1125,  ."
351,"2  32 Stat. 823, as amended by 62 Stat. 989,  ."
351,"3  Despite this steadfast concentration of the Los Angeles grocery business into fewer and fewer hands, the District Court, in"
352,"4  Appellees, in their brief, claim that 120 and not 126 stores changed hands in these acquisitions: 384 U.S. 270, *271; 86 S. Ct. 1478, **1479; 16 L. Ed. 2d 555, ***557; 1966 U.S. LEXIS 2823, ****3 Page 6 of 21   of a principal defense witness, set out below, illustrate the many acquisitions and mergers in the Los Angeles  grocery industry from 1954 through 1961 including acquisitions made by Food Giant, Alpha Beta, Fox, and   [*274]    Mayfair, all among the 10 leading chains in the area.  5  Moreover, a table prepared by the Federal Trade  Commission appearing in the Government's reply brief, but not a part of the record here, shows that  [****7]    acquisitions and mergers in the Los Angeles retail grocery market have continued at a rapid rate since the merger.  6  These facts alone are enough to cause us to conclude contrary to the District Court that the Von's-Shopping Bag  merger did violate § 7.  Accordingly, we reverse. From this country's beginning there has been an abiding and widespread fear of the evils which flow from monopoly  -- that is the concentration of economic power in the hands of a few.  On the basis of this fear, Congress in 1890,  when many of the Nation's industries   [***559]   were already concentrated into what it deemed too few hands,  passed the Sherman Act in an attempt to prevent further concentration and to preserve competition among a large  number of sellers.  Several years later, in 1897, this Court emphasized this policy of the Sherman Act by calling  attention to the tendency of powerful business combinations to restrain competition ""by driving out of business the"
352,5  These figures as they appear in a table in the Brief for the United States show acquisitions of retail grocery stores in the
352,"6  See Appendix, Table 2."
352,"7  Later, in 1945, Judge Learned Hand, reviewing the policy of the antitrust laws and other laws designed to foster small business,"
352,8  . v.   .
352,"9  See,  . v.   ;   ."
353,"10  Representative Celler, in introducing the bill on the House floor, remarked: 384 U.S. 270, *273; 86 S. Ct. 1478, **1480; 16 L. Ed. 2d 555, ***558; 1966 U.S. LEXIS 2823, ****6 Page 7 of 21   1947, which was at   [*276]   the center of attention throughout the hearings and debates on the Celler-Kefauver bill,  had been characterized   [***560]   by a series of mergers between large corporations and their smaller competitors  resulting in the steady  [****11]   erosion of the small independent business in our economy.  11  As we said in  Brown  Shoe Co . v.   United States, 370 U.S. 294, 315 , ""The dominant theme pervading congressional consideration of the"
353,"11  H. R. Rep. No. 1191, 81st Cong., 1st Sess., p. 3, described this characteristic of the merger movement as follows: "". . . the outstanding characteristic of the merger movement has been that of large corporations buying out small companies,"
353,"12  See,  . v.   ;  . v.   . See also"
353,13  See  . v.   .
354,"14  See,  . v.   ;  . v.   ;"
355,1  Consists of Los Angeles and Orange Counties.  (1963 census defined the Los Angeles metropolitan area as Los Angeles
355,"2  In most cases, sales are for the 12-month period prior to acquisition."
355,"3  According to a statement made by Von's counsel at oral argument, this acquisition did not take place in 1961, but instead Food"
357,"1  ""[A] merger had to be functionally viewed, in the context of its particular industry.""  . v."
357,"2  ""Taken as a whole, the legislative history illuminates congressional concern with protection of  , not  , and"
357,3  This is the first case to reach the Court under the 1950 amendment to § 7 that involves a merger between firms engaged solely
358,"4  See,  ., H. R. Rep. No. 1191, 81st Cong., 1st Sess., p. 3, quoted in footnote 11 of the Court's opinion.  Mention of the retail"
358,"5  See,  ., Hearing before Subcommittee No. 3 of the House Committee on the Judiciary on H. R. 2734, 81st Cong.,"
358,6  Much of the fuel for the congressional debates on concentration in the American economy was derived from a contemporary
358,"7  See S. Rep. No. 698, 63d Cong., 2d Sess., p. 1: ""Broadly stated, the bill, in its treatment of unlawful restraints and monopolies, seeks to prohibit and make unlawful certain trade"
